6886 CA-2017-123036,09-10-2017,9/17/2017,Standard Class,HA-14905
6887 CA-2017-123036,09-10-2017,9/17/2017,Standard Class,HA-14905
6888 CA-2017-120222,4/25/2017,05-02-2017,Standard Class,LL-16840
6889 CA-2017-120222,4/25/2017,05-02-2017,Standard Class,LL-16840
,,Page 130,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
6890 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6891 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6892 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6893 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6894 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6895 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6896 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6897 CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
6898 CA-2017-122028,8/18/2017,8/25/2017,Standard Class,CK-12205
6899 US-2015-165512,5/24/2015,5/26/2015,Second Class,VS-21820
6900 US-2015-165512,5/24/2015,5/26/2015,Second Class,VS-21820
6901 CA-2015-140557,09-07-2015,09-11-2015,Standard Class,TN-21040
6902 US-2017-135013,7/24/2017,7/24/2017,Same Day,HR-14830
6903 CA-2017-111220,09-02-2017,09-08-2017,Standard Class,JS-15595
6904 CA-2017-111220,09-02-2017,09-08-2017,Standard Class,JS-15595
6905 CA-2017-111220,09-02-2017,09-08-2017,Standard Class,JS-15595
6906 US-2017-149006,12-06-2017,12-08-2017,Second Class,BN-11470
6907 CA-2017-149468,5/20/2017,5/20/2017,Same Day,AR-10405
6908 CA-2016-140249,9/27/2016,10-03-2016,Standard Class,SW-20455
6909 US-2017-135503,12-10-2017,12/15/2017,Standard Class,JE-16165
6910 CA-2014-126277,9/13/2014,9/18/2014,Second Class,LH-16900
6911 US-2017-115301,7/29/2017,08-02-2017,Standard Class,VG-21790
6912 CA-2017-168942,08-01-2017,08-05-2017,Second Class,EM-13960
6913 US-2017-128398,05-02-2017,05-05-2017,Second Class,EM-13825
6914 CA-2015-104115,06-12-2015,6/16/2015,Standard Class,JH-15910
6915 CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700
6916 CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700
6917 CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700
6918 CA-2014-124247,12/16/2014,12/21/2014,Standard Class,SH-20635
6919 CA-2016-105473,4/16/2016,4/18/2016,Second Class,BM-11785
6920 CA-2015-102806,5/21/2015,5/28/2015,Standard Class,HG-14965
6921 CA-2017-121706,2/26/2017,03-02-2017,Standard Class,BM-11140
6922 CA-2017-109211,04-04-2017,04-10-2017,Standard Class,PS-19045
6923 CA-2015-134257,3/16/2015,3/19/2015,Second Class,MS-17710
6924 CA-2015-134257,3/16/2015,3/19/2015,Second Class,MS-17710
6925 CA-2015-137925,11/30/2015,12-04-2015,Standard Class,JL-15235
6926 CA-2015-137925,11/30/2015,12-04-2015,Standard Class,JL-15235
6927 CA-2016-140046,7/28/2016,08-03-2016,Standard Class,KM-16660
6928 CA-2016-140382,6/23/2016,6/25/2016,Second Class,RD-19900
6929 CA-2016-140382,6/23/2016,6/25/2016,Second Class,RD-19900
6930 CA-2016-140382,6/23/2016,6/25/2016,Second Class,RD-19900
6931 CA-2016-140382,6/23/2016,6/25/2016,Second Class,RD-19900
6932 CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530
6933 CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530
6934 CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530
6935 CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530
6936 CA-2017-137365,11/30/2017,12-03-2017,Second Class,BP-11095
6937 CA-2016-129847,09-02-2016,09-04-2016,First Class,TA-21385
6938 CA-2014-126963,6/15/2014,6/15/2014,Same Day,PS-18760
6939 CA-2016-125094,11-05-2016,11-09-2016,Standard Class,NP-18700
6940 CA-2017-107132,6/26/2017,6/30/2017,Standard Class,SC-20260
6941 CA-2017-107132,6/26/2017,6/30/2017,Standard Class,SC-20260
6942 CA-2017-107132,6/26/2017,6/30/2017,Standard Class,SC-20260
,,Page 131,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
6943 CA-2017-107132,6/26/2017,6/30/2017,Standard Class,SC-20260
6944 CA-2015-139248,7/25/2015,7/30/2015,Standard Class,RD-19930
6945 CA-2014-148369,9/23/2014,9/27/2014,Standard Class,TH-21115
6946 CA-2016-106243,9/30/2016,10-04-2016,Standard Class,GM-14680
6947 CA-2015-126466,11-09-2015,11/13/2015,Standard Class,JO-15550
6948 CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910
6949 CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910
6950 CA-2017-143021,11/19/2017,11/19/2017,Same Day,AP-10720
6951 CA-2017-143021,11/19/2017,11/19/2017,Same Day,AP-10720
6952 CA-2015-161767,11/20/2015,11/24/2015,Standard Class,GK-14620
6953 CA-2015-129917,10-02-2015,10-03-2015,First Class,HM-14980
6954 CA-2015-129917,10-02-2015,10-03-2015,First Class,HM-14980
6955 CA-2015-129917,10-02-2015,10-03-2015,First Class,HM-14980
6956 CA-2015-115420,4/25/2015,05-02-2015,Standard Class,LS-16945
6957 CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570
6958 CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570
6959 CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510
6960 CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510
6961 CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510
6962 CA-2017-162096,11-10-2017,11-10-2017,Same Day,TB-21190
6963 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6964 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6965 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6966 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6967 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6968 CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895
6969 CA-2015-110765,10/16/2015,10/20/2015,Second Class,MP-17965
6970 CA-2016-163937,01-10-2016,1/13/2016,Second Class,JB-16000
6971 CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105
6972 CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105
6973 CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105
6974 CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105
6975 CA-2017-146185,9/15/2017,9/19/2017,Standard Class,CC-12145
6976 CA-2015-112144,6/28/2015,07-02-2015,Standard Class,CY-12745
6977 CA-2015-112144,6/28/2015,07-02-2015,Standard Class,CY-12745
6978 US-2016-119298,11/25/2016,11/28/2016,First Class,EP-13915
6979 CA-2017-155159,11/25/2017,11/29/2017,Second Class,DL-13315
6980 CA-2017-149076,1/14/2017,1/19/2017,Standard Class,SO-20335
6981 CA-2014-146990,11-07-2014,11-08-2014,First Class,BP-11095
6982 CA-2014-146990,11-07-2014,11-08-2014,First Class,BP-11095
6983 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6984 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6985 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6986 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6987 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6988 CA-2016-116526,09-01-2016,09-05-2016,Standard Class,JA-15970
6989 CA-2017-158561,11-11-2017,11/16/2017,Second Class,BB-11545
6990 CA-2017-165099,12-11-2017,12/13/2017,First Class,DK-13375
6991 CA-2015-109386,11-08-2015,11/13/2015,Second Class,RH-19600
6992 CA-2015-109386,11-08-2015,11/13/2015,Second Class,RH-19600
6993 CA-2015-109386,11-08-2015,11/13/2015,Second Class,RH-19600
6994 CA-2015-109386,11-08-2015,11/13/2015,Second Class,RH-19600
6995 CA-2015-109386,11-08-2015,11/13/2015,Second Class,RH-19600
,,Page 132,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
6996 CA-2015-166800,11/19/2015,11/26/2015,Standard Class,AG-10300
6997 CA-2017-117443,12/23/2017,12/25/2017,Second Class,JB-15400
6998 CA-2017-117443,12/23/2017,12/25/2017,Second Class,JB-15400
6999 US-2016-134369,9/16/2016,9/22/2016,Standard Class,BC-11125
7000 CA-2017-123687,5/26/2017,5/29/2017,First Class,KC-16675
7001 CA-2017-123687,5/26/2017,5/29/2017,First Class,KC-16675
7002 CA-2015-104871,3/30/2015,04-03-2015,Standard Class,DR-12940
7003 CA-2014-133158,8/19/2014,8/21/2014,Second Class,DW-13195
7004 CA-2014-133158,8/19/2014,8/21/2014,Second Class,DW-13195
7005 CA-2014-126333,12/23/2014,12/28/2014,Standard Class,ME-18010
7006 CA-2015-141740,11-01-2015,11-05-2015,Standard Class,JF-15490
7007 CA-2014-119466,12/15/2014,12/21/2014,Standard Class,SP-20860
7008 CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390
7009 CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390
7010 CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390
7011 US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710
7012 US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710
7013 US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710
7014 CA-2017-141201,12-09-2017,12-11-2017,Second Class,DB-12910
7015 CA-2014-114790,03-11-2014,3/13/2014,Second Class,FM-14215
7016 CA-2014-114790,03-11-2014,3/13/2014,Second Class,FM-14215
7017 CA-2014-114790,03-11-2014,3/13/2014,Second Class,FM-14215
7018 CA-2014-114790,03-11-2014,3/13/2014,Second Class,FM-14215
7019 US-2016-154256,6/23/2016,6/27/2016,Second Class,SM-20005
7020 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7021 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7022 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7023 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7024 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7025 CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
7026 US-2017-101840,02-06-2017,02-12-2017,Standard Class,SP-20545
7027 US-2017-101840,02-06-2017,02-12-2017,Standard Class,SP-20545
7028 CA-2017-131653,1/29/2017,02-05-2017,Standard Class,RD-19585
7029 US-2016-157840,12/20/2016,12/23/2016,Second Class,MC-17575
7030 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7031 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7032 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7033 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7034 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7035 CA-2016-145548,11-11-2016,11/16/2016,Standard Class,EB-13750
7036 CA-2017-119494,11-09-2017,11/13/2017,Standard Class,JE-15610
7037 CA-2014-124618,05-02-2014,05-04-2014,Second Class,CS-11860
7038 CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105
7039 CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105
7040 CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735
7041 CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735
7042 CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735
7043 US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365
7044 US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365
7045 US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365
7046 CA-2016-160136,11-03-2016,11-09-2016,Standard Class,PJ-18835
7047 CA-2014-150581,04-08-2014,04-12-2014,Standard Class,NM-18445
7048 CA-2014-150581,04-08-2014,04-12-2014,Standard Class,NM-18445
,,Page 133,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
7049 CA-2016-119515,8/14/2016,8/16/2016,First Class,TR-21325
7050 CA-2014-141355,9/25/2014,9/30/2014,Standard Class,BF-11005
7051 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7052 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7053 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7054 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7055 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7056 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7057 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7058 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7059 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7060 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7061 CA-2016-165330,12-11-2016,12-11-2016,Same Day,WB-21850
7062 CA-2015-132633,02-03-2015,02-05-2015,Second Class,KH-16630
7063 CA-2016-157742,12/29/2016,12/31/2016,Second Class,KL-16645
7064 CA-2017-127712,8/31/2017,09-05-2017,Standard Class,MG-17890
7065 CA-2017-169474,02-04-2017,02-09-2017,Standard Class,JF-15355
7066 CA-2014-106726,12-06-2014,12-08-2014,First Class,RS-19765
7067 CA-2016-147473,5/30/2016,06-03-2016,Standard Class,NL-18310
7068 CA-2016-114209,5/21/2016,5/26/2016,Standard Class,AS-10285
7069 CA-2016-114209,5/21/2016,5/26/2016,Standard Class,AS-10285
7070 CA-2014-141901,08-09-2014,8/14/2014,Standard Class,GM-14500
7071 CA-2016-164490,09-05-2016,09-10-2016,Second Class,SU-20665
7072 CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205
7073 CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205
7074 CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205
7075 CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205
7076 CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205
7077 CA-2016-167416,05-12-2016,5/17/2016,Standard Class,JM-15580
7078 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7079 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7080 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7081 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7082 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7083 CA-2016-106950,09-02-2016,09-06-2016,Standard Class,JE-15715
7084 CA-2017-118724,7/21/2017,7/25/2017,Second Class,AR-10825
7085 CA-2017-118724,7/21/2017,7/25/2017,Second Class,AR-10825
7086 CA-2017-112004,9/25/2017,9/28/2017,First Class,AH-10075
7087 CA-2017-112004,9/25/2017,9/28/2017,First Class,AH-10075
7088 US-2017-143175,08-03-2017,08-06-2017,Second Class,GA-14515
7089 CA-2015-105844,10/25/2015,10/27/2015,Second Class,JF-15415
7090 CA-2017-118864,6/15/2017,6/19/2017,Second Class,KH-16690
7091 CA-2015-119480,01-09-2015,1/13/2015,Standard Class,CC-12685
7092 CA-2015-119480,01-09-2015,1/13/2015,Standard Class,CC-12685
7093 CA-2015-119480,01-09-2015,1/13/2015,Standard Class,CC-12685
7094 CA-2015-119480,01-09-2015,1/13/2015,Standard Class,CC-12685
7095 US-2015-153374,02-09-2015,2/13/2015,Second Class,JF-15565
7096 CA-2016-101980,8/19/2016,8/20/2016,First Class,RP-19390
7097 CA-2016-101980,8/19/2016,8/20/2016,First Class,RP-19390
7098 CA-2016-101980,8/19/2016,8/20/2016,First Class,RP-19390
7099 CA-2017-144596,11-06-2017,11-10-2017,Standard Class,CD-11980
7100 CA-2015-124933,12/26/2015,12/30/2015,Second Class,DF-13135
7101 CA-2014-159625,11/23/2014,11/28/2014,Standard Class,SM-20005
,,Page 134,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
7102 CA-2016-144337,08-01-2016,08-05-2016,Second Class,SG-20890
7103 CA-2014-117478,9/21/2014,9/24/2014,First Class,LH-16750
7104 CA-2017-147410,09-04-2017,09-08-2017,Standard Class,EJ-14155
7105 CA-2017-128944,6/19/2017,6/21/2017,Second Class,KH-16330
7106 CA-2017-128944,6/19/2017,6/21/2017,Second Class,KH-16330
7107 CA-2017-128944,6/19/2017,6/21/2017,Second Class,KH-16330
7108 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7109 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7110 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7111 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7112 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7113 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7114 CA-2016-109666,4/19/2016,4/26/2016,Standard Class,KM-16720
7115 US-2016-102239,05-05-2016,05-06-2016,First Class,LW-16990
7116 US-2016-102239,05-05-2016,05-06-2016,First Class,LW-16990
7117 CA-2014-143168,10/18/2014,10/23/2014,Second Class,IG-15085
7118 CA-2014-143168,10/18/2014,10/23/2014,Second Class,IG-15085
7119 CA-2017-104906,2/13/2017,2/17/2017,Standard Class,JP-15460
7120 CA-2017-118122,11/17/2017,11/24/2017,Standard Class,GG-14650
7121 US-2014-147774,1/20/2014,1/26/2014,Standard Class,MM-18280
7122 CA-2017-166926,12-01-2017,12-08-2017,Standard Class,SO-20335
7123 CA-2017-166926,12-01-2017,12-08-2017,Standard Class,SO-20335
7124 CA-2015-128013,08-09-2015,8/16/2015,Standard Class,MF-18250
7125 CA-2015-128013,08-09-2015,8/16/2015,Standard Class,MF-18250
7126 CA-2016-123176,9/27/2016,9/29/2016,Second Class,JG-15160
7127 CA-2016-123176,9/27/2016,9/29/2016,Second Class,JG-15160
7128 US-2016-117541,11/14/2016,11/20/2016,Standard Class,JM-16195
7129 US-2016-117541,11/14/2016,11/20/2016,Standard Class,JM-16195
7130 CA-2016-166282,4/16/2016,4/22/2016,Standard Class,PK-19075
7131 CA-2016-166282,4/16/2016,4/22/2016,Standard Class,PK-19075
7132 CA-2017-141439,11/26/2017,12-01-2017,Standard Class,TT-21460
7133 CA-2017-141439,11/26/2017,12-01-2017,Standard Class,TT-21460
7134 CA-2017-141439,11/26/2017,12-01-2017,Standard Class,TT-21460
7135 CA-2017-141439,11/26/2017,12-01-2017,Standard Class,TT-21460
7136 CA-2017-141439,11/26/2017,12-01-2017,Standard Class,TT-21460
7137 CA-2015-163965,11/20/2015,11/27/2015,Standard Class,SS-20875
7138 CA-2015-163965,11/20/2015,11/27/2015,Standard Class,SS-20875
7139 CA-2015-163965,11/20/2015,11/27/2015,Standard Class,SS-20875
7140 CA-2015-163965,11/20/2015,11/27/2015,Standard Class,SS-20875
7141 CA-2017-128783,09-07-2017,09-07-2017,Same Day,TG-21640
7142 CA-2017-128783,09-07-2017,09-07-2017,Same Day,TG-21640
7143 CA-2014-122217,11/24/2014,11/29/2014,Standard Class,HP-14815
7144 US-2017-141558,03-11-2017,3/16/2017,Standard Class,MH-17290
7145 US-2017-141558,03-11-2017,3/16/2017,Standard Class,MH-17290
7146 US-2017-141558,03-11-2017,3/16/2017,Standard Class,MH-17290
7147 US-2017-141558,03-11-2017,3/16/2017,Standard Class,MH-17290
7148 CA-2016-139941,06-12-2016,6/17/2016,Standard Class,CB-12415
7149 CA-2016-139941,06-12-2016,6/17/2016,Standard Class,CB-12415
7150 CA-2015-166583,6/26/2015,6/30/2015,Standard Class,VD-21670
7151 CA-2017-100412,12/22/2017,12/26/2017,Standard Class,SR-20425
7152 CA-2017-142909,12/22/2017,12/25/2017,Second Class,AG-10330
7153 CA-2014-137911,10-09-2014,10/15/2014,Standard Class,BP-11095
7154 CA-2015-106208,12-10-2015,12/15/2015,Standard Class,JW-16075
,,Page 135,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
7155 US-2015-136749,12/25/2015,12/27/2015,Second Class,LH-16900
7156 US-2015-136749,12/25/2015,12/27/2015,Second Class,LH-16900
7157 CA-2017-126718,4/29/2017,05-04-2017,Standard Class,KT-16480
7158 CA-2016-131380,3/28/2016,3/31/2016,Second Class,CC-12220
7159 CA-2016-131380,3/28/2016,3/31/2016,Second Class,CC-12220
7160 CA-2015-145835,5/13/2015,5/18/2015,Second Class,BF-11170
7161 CA-2015-145835,5/13/2015,5/18/2015,Second Class,BF-11170
7162 CA-2014-138709,07-04-2014,07-09-2014,Standard Class,MS-17770
7163 CA-2014-138709,07-04-2014,07-09-2014,Standard Class,MS-17770
7164 CA-2014-122070,4/22/2014,4/24/2014,Second Class,AH-10030
7165 CA-2014-122070,4/22/2014,4/24/2014,Second Class,AH-10030
7166 CA-2016-158610,9/19/2016,9/22/2016,First Class,CK-12595
7167 CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
7168 CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
7169 CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
7170 CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
7171 US-2017-168613,10-08-2017,10/14/2017,Standard Class,GM-14440
7172 CA-2017-125381,4/25/2017,4/27/2017,Second Class,SG-20605
7173 US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890
7174 US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890
7175 US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890
7176 US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890
7177 US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890
7178 CA-2017-133067,05-04-2017,05-10-2017,Standard Class,MY-18295
7179 CA-2017-133067,05-04-2017,05-10-2017,Standard Class,MY-18295
7180 US-2016-144351,11/14/2016,11/18/2016,Standard Class,RC-19960
7181 CA-2014-106054,01-06-2014,01-07-2014,First Class,JO-15145
7182 CA-2016-138667,12/27/2016,12/30/2016,Second Class,MW-18220
7183 CA-2017-150609,4/30/2017,05-04-2017,Standard Class,NZ-18565
7184 CA-2017-128853,4/21/2017,4/23/2017,First Class,JM-15250
7185 CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
7186 CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
7187 CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
7188 CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
7189 CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
7190 CA-2016-164399,11-12-2016,11/15/2016,First Class,DW-13480
7191 CA-2016-164399,11-12-2016,11/15/2016,First Class,DW-13480
7192 CA-2016-116918,10-01-2016,10-06-2016,Second Class,JK-15205
7193 CA-2016-116918,10-01-2016,10-06-2016,Second Class,JK-15205
7194 CA-2016-110492,02-12-2016,2/14/2016,First Class,JS-15880
7195 CA-2016-110492,02-12-2016,2/14/2016,First Class,JS-15880
7196 CA-2016-147683,11/13/2016,11/17/2016,Standard Class,PO-19180
7197 CA-2014-116785,4/26/2014,4/30/2014,Standard Class,MH-17290
7198 CA-2014-116785,4/26/2014,4/30/2014,Standard Class,MH-17290
7199 US-2015-156797,08-11-2015,8/15/2015,Standard Class,PO-19180
7200 US-2015-156797,08-11-2015,8/15/2015,Standard Class,PO-19180
7201 CA-2016-104276,11/27/2016,12-03-2016,Standard Class,HF-14995
7202 CA-2016-104276,11/27/2016,12-03-2016,Standard Class,HF-14995
7203 CA-2016-120369,10/28/2016,10/28/2016,Same Day,VB-21745
7204 CA-2014-118276,12/29/2014,01-02-2015,Standard Class,MG-17890
7205 CA-2015-136658,09-10-2015,9/17/2015,Standard Class,BO-11425
7206 CA-2017-137414,10-02-2017,10-06-2017,Standard Class,CM-12115
7207 CA-2017-137414,10-02-2017,10-06-2017,Standard Class,CM-12115
,,Page 136,,
,45dad76e-7cd4-45e6-84c9-5353512d2674,,,
7208 CA-2016-143476,09-11-2016,9/13/2016,First Class,LC-16930
7209 CA-2016-143476,09-11-2016,9/13/2016,First Class,LC-16930
7210 CA-2016-143476,09-11-2016,9/13/2016,First Class,LC-16930
